פרשת אמור,18/5/2024
י״א אייר,19/5/2024
י״ב אייר,20/5/2024
י״ג אייר,21/5/2024
י״ד אייר,22/5/2024
ט״ו אייר,23/5/2024
ט״ז אייר,24/5/2024
י״ז אייר,25/5/2024
פרשת בהר,25/5/2024
י״ח אייר,26/5/2024
ל״ג בעומר,26/5/2024
י״ט אייר,27/5/2024
כ׳ אייר,28/5/2024
כ״א אייר,29/5/2024
כ״ב אייר,30/5/2024
כ״ג אייר,31/5/2024
כ״ד אייר,1/6/2024
שבת מברכים חודש סיון,1/6/2024
פרשת בחקתי,1/6/2024
כ״ה אייר,2/6/2024
כ״ו אייר,3/6/2024
כ״ז אייר,4/6/2024
כ״ח אייר,5/6/2024
יום ירושלים,5/6/2024
כ״ט אייר,6/6/2024
א׳ סיון תשפ״ד,7/6/2024
ראש חודש סיון,7/6/2024
ב׳ סיון,8/6/2024
פרשת במדבר,8/6/2024
ג׳ סיון,9/6/2024
ד׳ סיון,10/6/2024
ה׳ סיון,11/6/2024
ערב שבועות,11/6/2024
ו׳ סיון,12/6/2024
שבועות,12/6/2024
ז׳ סיון,13/6/2024
ח׳ סיון,14/6/2024
ט׳ סיון,15/6/2024
פרשת נשא,15/6/2024
י׳ סיון,16/6/2024
י״א סיון,17/6/2024
י״ב סיון,18/6/2024
י״ג סיון,19/6/2024
י״ד סיון,20/6/2024
ט״ו סיון,21/6/2024
ט״ז סיון,22/6/2024
פרשת בהעלתך,22/6/2024
י״ז סיון,23/6/2024
י״ח סיון,24/6/2024
י״ט סיון,25/6/2024
כ׳ סיון,26/6/2024
כ״א סיון,27/6/2024
כ״ב סיון,28/6/2024
כ״ג סיון,29/6/2024
שבת מברכים חודש תמוז,29/6/2024
פרשת שלח־לך,29/6/2024
כ״ד סיון,30/6/2024
כ״ה סיון,1/7/2024
כ״ו סיון,2/7/2024
כ״ז סיון,3/7/2024
כ״ח סיון,4/7/2024
כ״ט סיון,5/7/2024
ל׳ סיון,6/7/2024
ראש חודש תמוז,6/7/2024
פרשת קורח,6/7/2024
א׳ תמוז תשפ״ד,7/7/2024
ראש חודש תמוז,7/7/2024
ב׳ תמוז,8/7/2024
ג׳ תמוז,9/7/2024
ד׳ תמוז,10/7/2024
ה׳ תמוז,11/7/2024
ו׳ תמוז,12/7/2024
ז׳ תמוז,13/7/2024
פרשת חקת,13/7/2024
ח׳ תמוז,14/7/2024
ט׳ תמוז,15/7/2024
י׳ תמוז,16/7/2024
י״א תמוז,17/7/2024
י״ב תמוז,18/7/2024
י״ג תמוז,19/7/2024
י״ד תמוז,20/7/2024
פרשת בלק,20/7/2024
ט״ו תמוז,21/7/2024
ט״ז תמוז,22/7/2024
י״ז תמוז,23/7/2024
צום תמוז,23/7/2024
י״ח תמוז,24/7/2024
י״ט תמוז,25/7/2024
כ׳ תמוז,26/7/2024
כ״א תמוז,27/7/2024
פרשת פינחס,27/7/2024
כ״ב תמוז,28/7/2024
כ״ג תמוז,29/7/2024
כ״ד תמוז,30/7/2024
כ״ה תמוז,31/7/2024
כ״ו תמוז,1/8/2024
כ״ז תמוז,2/8/2024
כ״ח תמוז,3/8/2024
שבת מברכים חודש אב,3/8/2024
פרשת מטות-מסעי,3/8/2024
כ״ט תמוז,4/8/2024
א׳ אב תשפ״ד,5/8/2024
ראש חודש אב,5/8/2024
ב׳ אב,6/8/2024
ג׳ אב,7/8/2024
ד׳ אב,8/8/2024
ה׳ אב,9/8/2024
ו׳ אב,10/8/2024
שבת חזון,10/8/2024
פרשת דברים,10/8/2024
ז׳ אב,11/8/2024
ח׳ אב,12/8/2024
ערב תשעה באב,12/8/2024
ט׳ אב,13/8/2024
תשעה באב,13/8/2024
י׳ אב,14/8/2024
י״א אב,15/8/2024
י״ב אב,16/8/2024
י״ג אב,17/8/2024
שבת נחמו,17/8/2024
פרשת ואתחנן,17/8/2024
י״ד אב,18/8/2024
ט״ו אב,19/8/2024
טו באב,19/8/2024
ט״ז אב,20/8/2024
י״ז אב,21/8/2024
י״ח אב,22/8/2024
י״ט אב,23/8/2024
כ׳ אב,24/8/2024
פרשת עקב,24/8/2024
כ״א אב,25/8/2024
כ״ב אב,26/8/2024
כ״ג אב,27/8/2024
כ״ד אב,28/8/2024
כ״ה אב,29/8/2024
כ״ו אב,30/8/2024
כ״ז אב,31/8/2024
שבת מברכים חודש אלול,31/8/2024
פרשת ראה,31/8/2024
כ״ח אב,1/9/2024
כ״ט אב,2/9/2024
ל׳ אב,3/9/2024
ראש חודש אלול,3/9/2024
א׳ אלול תשפ״ד,4/9/2024
ראש חודש אלול,4/9/2024
ב׳ אלול,5/9/2024
ג׳ אלול,6/9/2024
ד׳ אלול,7/9/2024
פרשת שופטים,7/9/2024
ה׳ אלול,8/9/2024
ו׳ אלול,9/9/2024
ז׳ אלול,10/9/2024
ח׳ אלול,11/9/2024
ט׳ אלול,12/9/2024
י׳ אלול,13/9/2024
י״א אלול,14/9/2024
פרשת כי־תצא,14/9/2024
י״ב אלול,15/9/2024
י״ג אלול,16/9/2024
י״ד אלול,17/9/2024
ט״ו אלול,18/9/2024
ט״ז אלול,19/9/2024
י״ז אלול,20/9/2024
י״ח אלול,21/9/2024
פרשת כי־תבוא,21/9/2024
י״ט אלול,22/9/2024
כ׳ אלול,23/9/2024
כ״א אלול,24/9/2024
כ״ב אלול,25/9/2024
כ״ג אלול,26/9/2024
כ״ד אלול,27/9/2024
כ״ה אלול,28/9/2024
פרשת נצבים-וילך,28/9/2024
כ״ו אלול,29/9/2024
כ״ז אלול,30/9/2024
כ״ח אלול,1/10/2024
כ״ט אלול,2/10/2024
ערב ראש השנה,2/10/2024
א׳ תשרי תשפ״ה,3/10/2024
ראש השנה 5785,3/10/2024
ב׳ תשרי,4/10/2024
ראש השנה ב׳,4/10/2024
ג׳ תשרי,5/10/2024
שבת שובה,5/10/2024
פרשת האזינו,5/10/2024
ד׳ תשרי,6/10/2024
צום גדליה,6/10/2024
ה׳ תשרי,7/10/2024
ו׳ תשרי,8/10/2024
ז׳ תשרי,9/10/2024
ח׳ תשרי,10/10/2024
ט׳ תשרי,11/10/2024
ערב יום כפור,11/10/2024
י׳ תשרי,12/10/2024
יום כפור,12/10/2024
י״א תשרי,13/10/2024
י״ב תשרי,14/10/2024
י״ג תשרי,15/10/2024
י״ד תשרי,16/10/2024
ערב סוכות,16/10/2024
ט״ו תשרי,17/10/2024
חג סוכות,17/10/2024
ט״ז תשרי,18/10/2024
סוכות ב׳ (חוה״מ),18/10/2024
י״ז תשרי,19/10/2024
סוכות ג׳ (חוה״מ),19/10/2024
י״ח תשרי,20/10/2024
סוכות ד׳ (חוה״מ),20/10/2024
י״ט תשרי,21/10/2024
סוכות ה׳ (חוה״מ),21/10/2024
כ׳ תשרי,22/10/2024
סוכות ו׳ (חוה״מ),22/10/2024
כ״א תשרי,23/10/2024
סוכות ז׳ (הושענא רבה),23/10/2024
כ״ב תשרי,24/10/2024
שמיני עצרת,24/10/2024
כ״ג תשרי,25/10/2024
כ״ד תשרי,26/10/2024
שבת מברכים חודש חשון,26/10/2024
פרשת בראשית,26/10/2024
כ״ה תשרי,27/10/2024
כ״ו תשרי,28/10/2024
כ״ז תשרי,29/10/2024
כ״ח תשרי,30/10/2024
כ״ט תשרי,31/10/2024
ל׳ תשרי,1/11/2024
ראש חודש חשון,1/11/2024
א׳ חשון תשפ״ה,2/11/2024
ראש חודש חשון,2/11/2024
פרשת נח,2/11/2024
ב׳ חשון,3/11/2024
ג׳ חשון,4/11/2024
ד׳ חשון,5/11/2024
ה׳ חשון,6/11/2024
ו׳ חשון,7/11/2024
ז׳ חשון,8/11/2024
ח׳ חשון,9/11/2024
פרשת לך־לך,9/11/2024
ט׳ חשון,10/11/2024
י׳ חשון,11/11/2024
י״א חשון,12/11/2024
י״ב חשון,13/11/2024
י״ג חשון,14/11/2024
י״ד חשון,15/11/2024
ט״ו חשון,16/11/2024
פרשת וירא,16/11/2024
ט״ז חשון,17/11/2024
י״ז חשון,18/11/2024
י״ח חשון,19/11/2024
י״ט חשון,20/11/2024
כ׳ חשון,21/11/2024
כ״א חשון,22/11/2024
כ״ב חשון,23/11/2024
פרשת חיי שרה,23/11/2024
כ״ג חשון,24/11/2024
כ״ד חשון,25/11/2024
כ״ה חשון,26/11/2024
כ״ו חשון,27/11/2024
כ״ז חשון,28/11/2024
כ״ח חשון,29/11/2024
כ״ט חשון,30/11/2024
שבת מברכים חודש כסלו,30/11/2024
פרשת תולדות,30/11/2024
ל׳ חשון,1/12/2024
ראש חודש כסלו,1/12/2024
א׳ כסלו תשפ״ה,2/12/2024
ראש חודש כסלו,2/12/2024
ב׳ כסלו,3/12/2024
ג׳ כסלו,4/12/2024
ד׳ כסלו,5/12/2024
ה׳ כסלו,6/12/2024
ו׳ כסלו,7/12/2024
פרשת ויצא,7/12/2024
ז׳ כסלו,8/12/2024
ח׳ כסלו,9/12/2024
ט׳ כסלו,10/12/2024
י׳ כסלו,11/12/2024
י״א כסלו,12/12/2024
י״ב כסלו,13/12/2024
י״ג כסלו,14/12/2024
פרשת וישלח,14/12/2024
י״ד כסלו,15/12/2024
ט״ו כסלו,16/12/2024
ט״ז כסלו,17/12/2024
י״ז כסלו,18/12/2024
י״ח כסלו,19/12/2024
י״ט כסלו,20/12/2024
כ׳ כסלו,21/12/2024
פרשת וישב,21/12/2024
כ״א כסלו,22/12/2024
כ״ב כסלו,23/12/2024
כ״ג כסלו,24/12/2024
כ״ד כסלו,25/12/2024
חנוכה: א׳ נר,25/12/2024
כ״ה כסלו,26/12/2024
חנוכה: ב׳ ,26/12/2024
כ״ו כסלו,27/12/2024
חנוכה: ג׳ ,27/12/2024
כ״ז כסלו,28/12/2024
חנוכה: ד׳ ,28/12/2024
שבת מברכים חודש טבת,28/12/2024
פרשת מקץ,28/12/2024
כ״ח כסלו,29/12/2024
חנוכה: ה׳ ,29/12/2024
כ״ט כסלו,30/12/2024
חנוכה: ו׳ ,30/12/2024
ל׳ כסלו,31/12/2024
חנוכה: ז׳ ,31/12/2024
ראש חודש טבת,31/12/2024
א׳ טבת תשפ״ה,1/1/2025
חנוכה: ח׳ ,1/1/2025
ראש חודש טבת,1/1/2025
ב׳ טבת,2/1/2025
חנוכה: יום ח׳,2/1/2025
ג׳ טבת,3/1/2025
ד׳ טבת,4/1/2025
פרשת ויגש,4/1/2025
ה׳ טבת,5/1/2025
ו׳ טבת,6/1/2025
ז׳ טבת,7/1/2025
ח׳ טבת,8/1/2025
ט׳ טבת,9/1/2025
י׳ טבת,10/1/2025
עשרה בטבת,10/1/2025
י״א טבת,11/1/2025
פרשת ויחי,11/1/2025
י״ב טבת,12/1/2025
י״ג טבת,13/1/2025
י״ד טבת,14/1/2025
ט״ו טבת,15/1/2025
ט״ז טבת,16/1/2025
י״ז טבת,17/1/2025
י״ח טבת,18/1/2025
פרשת שמות,18/1/2025
י״ט טבת,19/1/2025
כ׳ טבת,20/1/2025
כ״א טבת,21/1/2025
כ״ב טבת,22/1/2025
כ״ג טבת,23/1/2025
כ״ד טבת,24/1/2025
כ״ה טבת,25/1/2025
שבת מברכים חודש שבט,25/1/2025
פרשת וארא,25/1/2025
כ״ו טבת,26/1/2025
כ״ז טבת,27/1/2025
כ״ח טבת,28/1/2025
כ״ט טבת,29/1/2025
א׳ שבט תשפ״ה,30/1/2025
ראש חודש שבט,30/1/2025
ב׳ שבט,31/1/2025
ג׳ שבט,1/2/2025
פרשת בא,1/2/2025
ד׳ שבט,2/2/2025
ה׳ שבט,3/2/2025
ו׳ שבט,4/2/2025
ז׳ שבט,5/2/2025
ח׳ שבט,6/2/2025
ט׳ שבט,7/2/2025
י׳ שבט,8/2/2025
שבת שירה,8/2/2025
פרשת בשלח,8/2/2025
י״א שבט,9/2/2025
י״ב שבט,10/2/2025
י״ג שבט,11/2/2025
י״ד שבט,12/2/2025
ט״ו שבט,13/2/2025
טו בשבט,13/2/2025
ט״ז שבט,14/2/2025
י״ז שבט,15/2/2025
פרשת יתרו,15/2/2025
י״ח שבט,16/2/2025
י״ט שבט,17/2/2025
כ׳ שבט,18/2/2025
כ״א שבט,19/2/2025
כ״ב שבט,20/2/2025
כ״ג שבט,21/2/2025
כ״ד שבט,22/2/2025
שבת מברכים חודש אדר,22/2/2025
פרשת משפטים,22/2/2025
כ״ה שבט,23/2/2025
כ״ו שבט,24/2/2025
כ״ז שבט,25/2/2025
כ״ח שבט,26/2/2025
כ״ט שבט,27/2/2025
ל׳ שבט,28/2/2025
ראש חודש אדר,28/2/2025
א׳ אדר תשפ״ה,1/3/2025
שבת שקלים,1/3/2025
ראש חודש אדר,1/3/2025
פרשת תרומה,1/3/2025
ב׳ אדר,2/3/2025
ג׳ אדר,3/3/2025
ד׳ אדר,4/3/2025
ה׳ אדר,5/3/2025
ו׳ אדר,6/3/2025
ז׳ אדר,7/3/2025
ח׳ אדר,8/3/2025
שבת זכור,8/3/2025
פרשת תצוה,8/3/2025
ט׳ אדר,9/3/2025
י׳ אדר,10/3/2025
י״א אדר,11/3/2025
י״ב אדר,12/3/2025
י״ג אדר,13/3/2025
ערב פורים,13/3/2025
י״ד אדר,14/3/2025
פורים,14/3/2025
ט״ו אדר,15/3/2025
פרשת כי תשא,15/3/2025
ט״ז אדר,16/3/2025
שושן פורים,16/3/2025
י״ז אדר,17/3/2025
י״ח אדר,18/3/2025
י״ט אדר,19/3/2025
כ׳ אדר,20/3/2025
כ״א אדר,21/3/2025
כ״ב אדר,22/3/2025
שבת פרה,22/3/2025
פרשת ויקהל,22/3/2025
כ״ג אדר,23/3/2025
כ״ד אדר,24/3/2025
כ״ה אדר,25/3/2025
כ״ו אדר,26/3/2025
כ״ז אדר,27/3/2025
כ״ח אדר,28/3/2025
כ״ט אדר,29/3/2025
שבת החדש,29/3/2025
שבת מברכים חודש ניסן,29/3/2025
פרשת פקודי,29/3/2025
א׳ ניסן תשפ״ה,30/3/2025
ראש חודש ניסן,30/3/2025
ב׳ ניסן,31/3/2025
ג׳ ניסן,1/4/2025
ד׳ ניסן,2/4/2025
ה׳ ניסן,3/4/2025
ו׳ ניסן,4/4/2025
ז׳ ניסן,5/4/2025
פרשת ויקרא,5/4/2025
ח׳ ניסן,6/4/2025
ט׳ ניסן,7/4/2025
י׳ ניסן,8/4/2025
י״א ניסן,9/4/2025
י״ב ניסן,10/4/2025
י״ג ניסן,11/4/2025
י״ד ניסן,12/4/2025
שבת הגדול,12/4/2025
ערב פסח,12/4/2025
פרשת צו,12/4/2025
ט״ו ניסן,13/4/2025
פסח א׳,13/4/2025
ט״ז ניסן,14/4/2025
פסח ב׳ (חוה״מ),14/4/2025
י״ז ניסן,15/4/2025
פסח ג׳ (חוה״מ),15/4/2025
י״ח ניסן,16/4/2025
פסח ד׳ (חוה״מ),16/4/2025
י״ט ניסן,17/4/2025
פסח ה׳ (חוה״מ),17/4/2025
כ׳ ניסן,18/4/2025
פסח ו׳ (חוה״מ),18/4/2025
כ״א ניסן,19/4/2025
פסח ז׳,19/4/2025
כ״ב ניסן,20/4/2025
כ״ג ניסן,21/4/2025
כ״ד ניסן,22/4/2025
כ״ה ניסן,23/4/2025
כ״ו ניסן,24/4/2025
יום השואה,24/4/2025
כ״ז ניסן,25/4/2025
כ״ח ניסן,26/4/2025
שבת מברכים חודש אייר,26/4/2025
פרשת שמיני,26/4/2025
כ״ט ניסן,27/4/2025
ל׳ ניסן,28/4/2025
ראש חודש אייר,28/4/2025
א׳ אייר תשפ״ה,29/4/2025
ראש חודש אייר,29/4/2025
ב׳ אייר,30/4/2025
יום הזכרון,30/4/2025
ג׳ אייר,1/5/2025
יום העצמאות,1/5/2025
ד׳ אייר,2/5/2025
ה׳ אייר,3/5/2025
פרשת תזריע-מצרע,3/5/2025
ו׳ אייר,4/5/2025
ז׳ אייר,5/5/2025
ח׳ אייר,6/5/2025
ט׳ אייר,7/5/2025
י׳ אייר,8/5/2025
י״א אייר,9/5/2025
י״ב אייר,10/5/2025
פרשת אחרי מות-קדשים,10/5/2025
י״ג אייר,11/5/2025
י״ד אייר,12/5/2025
ט״ו אייר,13/5/2025
ט״ז אייר,14/5/2025
י״ז אייר,15/5/2025
י״ח אייר,16/5/2025
ל״ג בעומר,16/5/2025
י״ט אייר,17/5/2025
פרשת אמור,17/5/2025
כ׳ אייר,18/5/2025
כ״א אייר,19/5/2025
כ״ב אייר,20/5/2025
כ״ג אייר,21/5/2025
כ״ד אייר,22/5/2025
כ״ה אייר,23/5/2025
כ״ו אייר,24/5/2025
שבת מברכים חודש סיון,24/5/2025
פרשת בהר-בחקתי,24/5/2025
כ״ז אייר,25/5/2025
כ״ח אייר,26/5/2025
יום ירושלים,26/5/2025
כ״ט אייר,27/5/2025
א׳ סיון תשפ״ה,28/5/2025
ראש חודש סיון,28/5/2025
ב׳ סיון,29/5/2025
ג׳ סיון,30/5/2025
ד׳ סיון,31/5/2025
פרשת במדבר,31/5/2025
ה׳ סיון,1/6/2025
ערב שבועות,1/6/2025
ו׳ סיון,2/6/2025
שבועות,2/6/2025
ז׳ סיון,3/6/2025
ח׳ סיון,4/6/2025
ט׳ סיון,5/6/2025
י׳ סיון,6/6/2025
י״א סיון,7/6/2025
פרשת נשא,7/6/2025
י״ב סיון,8/6/2025
י״ג סיון,9/6/2025
י״ד סיון,10/6/2025
ט״ו סיון,11/6/2025
ט״ז סיון,12/6/2025
י״ז סיון,13/6/2025
י״ח סיון,14/6/2025
פרשת בהעלתך,14/6/2025
י״ט סיון,15/6/2025
כ׳ סיון,16/6/2025
כ״א סיון,17/6/2025
כ״ב סיון,18/6/2025
כ״ג סיון,19/6/2025
כ״ד סיון,20/6/2025
כ״ה סיון,21/6/2025
שבת מברכים חודש תמוז,21/6/2025
פרשת שלח־לך,21/6/2025
כ״ו סיון,22/6/2025
כ״ז סיון,23/6/2025
כ״ח סיון,24/6/2025
כ״ט סיון,25/6/2025
ל׳ סיון,26/6/2025
ראש חודש תמוז,26/6/2025
א׳ תמוז תשפ״ה,27/6/2025
ראש חודש תמוז,27/6/2025
ב׳ תמוז,28/6/2025
פרשת קורח,28/6/2025
ג׳ תמוז,29/6/2025
ד׳ תמוז,30/6/2025
ה׳ תמוז,1/7/2025
ו׳ תמוז,2/7/2025
ז׳ תמוז,3/7/2025
ח׳ תמוז,4/7/2025
ט׳ תמוז,5/7/2025
פרשת חקת,5/7/2025
י׳ תמוז,6/7/2025
י״א תמוז,7/7/2025
י״ב תמוז,8/7/2025
י״ג תמוז,9/7/2025
י״ד תמוז,10/7/2025
ט״ו תמוז,11/7/2025
ט״ז תמוז,12/7/2025
פרשת בלק,12/7/2025
י״ז תמוז,13/7/2025
צום תמוז,13/7/2025
י״ח תמוז,14/7/2025
י״ט תמוז,15/7/2025
כ׳ תמוז,16/7/2025
כ״א תמוז,17/7/2025
כ״ב תמוז,18/7/2025
כ״ג תמוז,19/7/2025
שבת מברכים חודש אב,19/7/2025
פרשת פינחס,19/7/2025
כ״ד תמוז,20/7/2025
כ״ה תמוז,21/7/2025
כ״ו תמוז,22/7/2025
כ״ז תמוז,23/7/2025
כ״ח תמוז,24/7/2025
כ״ט תמוז,25/7/2025
א׳ אב תשפ״ה,26/7/2025
ראש חודש אב,26/7/2025
פרשת מטות-מסעי,26/7/2025
ב׳ אב,27/7/2025
ג׳ אב,28/7/2025
ד׳ אב,29/7/2025
ה׳ אב,30/7/2025
ו׳ אב,31/7/2025
ז׳ אב,1/8/2025
ח׳ אב,2/8/2025
שבת חזון,2/8/2025
ערב תשעה באב,2/8/2025
פרשת דברים,2/8/2025
ט׳ אב,3/8/2025
תשעה באב,3/8/2025
י׳ אב,4/8/2025
י״א אב,5/8/2025
י״ב אב,6/8/2025
י״ג אב,7/8/2025
י״ד אב,8/8/2025
ט״ו אב,9/8/2025
טו באב,9/8/2025
שבת נחמו,9/8/2025
פרשת ואתחנן,9/8/2025
ט״ז אב,10/8/2025
י״ז אב,11/8/2025
י״ח אב,12/8/2025
י״ט אב,13/8/2025
כ׳ אב,14/8/2025
כ״א אב,15/8/2025
כ״ב אב,16/8/2025
פרשת עקב,16/8/2025
כ״ג אב,17/8/2025
כ״ד אב,18/8/2025
כ״ה אב,19/8/2025
כ״ו אב,20/8/2025
כ״ז אב,21/8/2025
כ״ח אב,22/8/2025
כ״ט אב,23/8/2025
שבת מברכים חודש אלול,23/8/2025
פרשת ראה,23/8/2025
ל׳ אב,24/8/2025
ראש חודש אלול,24/8/2025
א׳ אלול תשפ״ה,25/8/2025
ראש חודש אלול,25/8/2025
ב׳ אלול,26/8/2025
ג׳ אלול,27/8/2025
ד׳ אלול,28/8/2025
ה׳ אלול,29/8/2025
ו׳ אלול,30/8/2025
פרשת שופטים,30/8/2025
ז׳ אלול,31/8/2025
ח׳ אלול,1/9/2025
ט׳ אלול,2/9/2025
י׳ אלול,3/9/2025
י״א אלול,4/9/2025
י״ב אלול,5/9/2025
י״ג אלול,6/9/2025
פרשת כי־תצא,6/9/2025
י״ד אלול,7/9/2025
ט״ו אלול,8/9/2025
ט״ז אלול,9/9/2025
י״ז אלול,10/9/2025
י״ח אלול,11/9/2025
י״ט אלול,12/9/2025
כ׳ אלול,13/9/2025
פרשת כי־תבוא,13/9/2025
כ״א אלול,14/9/2025
כ״ב אלול,15/9/2025
כ״ג אלול,16/9/2025
כ״ד אלול,17/9/2025
כ״ה אלול,18/9/2025
כ״ו אלול,19/9/2025
כ״ז אלול,20/9/2025
פרשת נצבים,20/9/2025
כ״ח אלול,21/9/2025
כ״ט אלול,22/9/2025
ערב ראש השנה,22/9/2025
א׳ תשרי תשפ״ו,23/9/2025
ראש השנה 5786,23/9/2025
ב׳ תשרי,24/9/2025
ראש השנה ב׳,24/9/2025
ג׳ תשרי,25/9/2025
צום גדליה,25/9/2025
ד׳ תשרי,26/9/2025
ה׳ תשרי,27/9/2025
שבת שובה,27/9/2025
פרשת וילך,27/9/2025
ו׳ תשרי,28/9/2025
ז׳ תשרי,29/9/2025
ח׳ תשרי,30/9/2025
ט׳ תשרי,1/10/2025
ערב יום כפור,1/10/2025
י׳ תשרי,2/10/2025
יום כפור,2/10/2025
י״א תשרי,3/10/2025
י״ב תשרי,4/10/2025
פרשת האזינו,4/10/2025
י״ג תשרי,5/10/2025
י״ד תשרי,6/10/2025
ערב סוכות,6/10/2025
ט״ו תשרי,7/10/2025
חג סוכות,7/10/2025
ט״ז תשרי,8/10/2025
סוכות ב׳ (חוה״מ),8/10/2025
י״ז תשרי,9/10/2025
סוכות ג׳ (חוה״מ),9/10/2025
י״ח תשרי,10/10/2025
סוכות ד׳ (חוה״מ),10/10/2025
י״ט תשרי,11/10/2025
סוכות ה׳ (חוה״מ),11/10/2025
כ׳ תשרי,12/10/2025
סוכות ו׳ (חוה״מ),12/10/2025
כ״א תשרי,13/10/2025
סוכות ז׳ (הושענא רבה),13/10/2025
כ״ב תשרי,14/10/2025
שמיני עצרת,14/10/2025
כ״ג תשרי,15/10/2025
כ״ד תשרי,16/10/2025
כ״ה תשרי,17/10/2025
כ״ו תשרי,18/10/2025
שבת מברכים חודש חשון,18/10/2025
פרשת בראשית,18/10/2025
כ״ז תשרי,19/10/2025
כ״ח תשרי,20/10/2025
כ״ט תשרי,21/10/2025
ל׳ תשרי,22/10/2025
ראש חודש חשון,22/10/2025
א׳ חשון תשפ״ו,23/10/2025
ראש חודש חשון,23/10/2025
ב׳ חשון,24/10/2025
ג׳ חשון,25/10/2025
פרשת נח,25/10/2025
ד׳ חשון,26/10/2025
ה׳ חשון,27/10/2025
ו׳ חשון,28/10/2025
ז׳ חשון,29/10/2025
ח׳ חשון,30/10/2025
ט׳ חשון,31/10/2025
י׳ חשון,1/11/2025
פרשת לך־לך,1/11/2025
י״א חשון,2/11/2025
י״ב חשון,3/11/2025
י״ג חשון,4/11/2025
י״ד חשון,5/11/2025
ט״ו חשון,6/11/2025
ט״ז חשון,7/11/2025
י״ז חשון,8/11/2025
פרשת וירא,8/11/2025
י״ח חשון,9/11/2025
י״ט חשון,10/11/2025
כ׳ חשון,11/11/2025
כ״א חשון,12/11/2025
כ״ב חשון,13/11/2025
כ״ג חשון,14/11/2025
כ״ד חשון,15/11/2025
שבת מברכים חודש כסלו,15/11/2025
פרשת חיי שרה,15/11/2025
כ״ה חשון,16/11/2025
כ״ו חשון,17/11/2025
כ״ז חשון,18/11/2025
כ״ח חשון,19/11/2025
כ״ט חשון,20/11/2025
א׳ כסלו תשפ״ו,21/11/2025
ראש חודש כסלו,21/11/2025
ב׳ כסלו,22/11/2025
פרשת תולדות,22/11/2025
ג׳ כסלו,23/11/2025
ד׳ כסלו,24/11/2025
ה׳ כסלו,25/11/2025
ו׳ כסלו,26/11/2025
ז׳ כסלו,27/11/2025
ח׳ כסלו,28/11/2025
ט׳ כסלו,29/11/2025
פרשת ויצא,29/11/2025
י׳ כסלו,30/11/2025
י״א כסלו,1/12/2025
י״ב כסלו,2/12/2025
י״ג כסלו,3/12/2025
י״ד כסלו,4/12/2025
ט״ו כסלו,5/12/2025
ט״ז כסלו,6/12/2025
פרשת וישלח,6/12/2025
י״ז כסלו,7/12/2025
י״ח כסלו,8/12/2025
י״ט כסלו,9/12/2025
כ׳ כסלו,10/12/2025
כ״א כסלו,11/12/2025
כ״ב כסלו,12/12/2025
כ״ג כסלו,13/12/2025
שבת מברכים חודש טבת,13/12/2025
פרשת וישב,13/12/2025
כ״ד כסלו,14/12/2025
חנוכה: א׳ נר,14/12/2025
כ״ה כסלו,15/12/2025
חנוכה: ב׳ ,15/12/2025
כ״ו כסלו,16/12/2025
חנוכה: ג׳ ,16/12/2025
כ״ז כסלו,17/12/2025
חנוכה: ד׳ ,17/12/2025
כ״ח כסלו,18/12/2025
חנוכה: ה׳ ,18/12/2025
כ״ט כסלו,19/12/2025
חנוכה: ו׳ ,19/12/2025
ל׳ כסלו,20/12/2025
חנוכה: ז׳ ,20/12/2025
ראש חודש טבת,20/12/2025
פרשת מקץ,20/12/2025
א׳ טבת תשפ״ו,21/12/2025
חנוכה: ח׳ ,21/12/2025
ראש חודש טבת,21/12/2025
ב׳ טבת,22/12/2025
חנוכה: יום ח׳,22/12/2025
ג׳ טבת,23/12/2025
ד׳ טבת,24/12/2025
ה׳ טבת,25/12/2025
ו׳ טבת,26/12/2025
ז׳ טבת,27/12/2025
פרשת ויגש,27/12/2025
ח׳ טבת,28/12/2025
ט׳ טבת,29/12/2025
י׳ טבת,30/12/2025
עשרה בטבת,30/12/2025
י״א טבת,31/12/2025
י״ב טבת,1/1/2026
י״ג טבת,2/1/2026
י״ד טבת,3/1/2026
פרשת ויחי,3/1/2026
ט״ו טבת,4/1/2026
ט״ז טבת,5/1/2026
י״ז טבת,6/1/2026
י״ח טבת,7/1/2026
י״ט טבת,8/1/2026
כ׳ טבת,9/1/2026
כ״א טבת,10/1/2026
פרשת שמות,10/1/2026
כ״ב טבת,11/1/2026
כ״ג טבת,12/1/2026
כ״ד טבת,13/1/2026
כ״ה טבת,14/1/2026
כ״ו טבת,15/1/2026
כ״ז טבת,16/1/2026
כ״ח טבת,17/1/2026
שבת מברכים חודש שבט,17/1/2026
פרשת וארא,17/1/2026
כ״ט טבת,18/1/2026
א׳ שבט תשפ״ו,19/1/2026
ראש חודש שבט,19/1/2026
ב׳ שבט,20/1/2026
ג׳ שבט,21/1/2026
ד׳ שבט,22/1/2026
ה׳ שבט,23/1/2026
ו׳ שבט,24/1/2026
פרשת בא,24/1/2026
ז׳ שבט,25/1/2026
ח׳ שבט,26/1/2026
ט׳ שבט,27/1/2026
י׳ שבט,28/1/2026
י״א שבט,29/1/2026
י״ב שבט,30/1/2026
י״ג שבט,31/1/2026
שבת שירה,31/1/2026
פרשת בשלח,31/1/2026
י״ד שבט,1/2/2026
